PROGRAM,CGPA_AKHIR,POSKOD,BANGSA,CACAT,JANTINA,AGAMA,TANGGUNGAN,GAJI,CGPA_MASUK,STATUS_GRAD,HEA_STATUS
EM221,2.24,83100,100,N,L,I,4,3,3.45,GAGAL,LU
CS231,3.44,24000,100,N,P,I,6,7,3.45,GAGAL,LU
CS249,3.56,21080,100,N,P,I,6,1,3.45,LULUS,AD
EH223,3.28,53300,100,N,L,I,3,2,3.45,LULUS,TM
EM220,3.2,21100,100,N,L,I,8,6,3.46,LULUS,TM
AS225,3.09,34600,100,N,L,I,5,2,3.46,LULUS,TS
BM223,3.01,26800,100,N,P,I,3,4,3.46,LULUS,TM
BM226,3.29,86000,100,N,P,I,2,4,3.46,LULUS,TM
AS201,3.21,8000,100,N,P,I,5,3,3.46,GAGAL,GT
AS201,3.31,84060,100,N,P,I,6,7,3.46,GAGAL,LU
AM228,0,84000,100,N,P,I,6,3,3.46,GAGAL,GT
BM222,2.96,83300,100,N,L,I,3,2,3.46,LULUS,TM
BM226,2.8,5350,100,N,L,I,5,6,3.46,LULUS,TM
EH223,3.04,40150,100,N,P,I,4,4,3.46,LULUS,TM
ED227,3.69,16800,100,N,P,I,9,1,3.46,LULUS,TS
EH220,3.1,27600,100,N,L,I,0,6,3.46,LULUS,TS
BM222,3.25,43200,100,N,P,I,3,6,3.46,LULUS,TM
AS226,3.03,81000,100,N,P,I,5,2,3.46,LULUS,TM
AS203,3.06,26300,100,N,P,I,3,2,3.46,LULUS,TM
BM226,3.2,42920,100,N,P,I,9,8,3.46,LULUS,TM
HM225,3.11,71350,100,N,P,I,4,3,3.46,LULUS,TM
BM220,3.05,33320,100,N,P,I,7,2,3.46,LULUS,TM
BM222,3.1,81200,100,N,P,I,3,4,3.46,LULUS,TM
BM222,3.07,6000,100,N,P,I,6,5,3.46,LULUS,TM
BM222,3.25,42200,100,N,P,I,3,0,3.46,LULUS,TM
EC220,3.29,83000,100,N,L,I,9,5,3.46,LULUS,TM
AS201,2.87,25150,100,N,P,I,3,3,3.46,LULUS,TM
BM220,3.22,45600,100,N,P,I,5,2,3.46,LULUS,TM
HS225,3.4,36600,100,N,P,I,7,3,3.46,LULUS,TS
BM222,2.91,28500,100,N,P,I,3,3,3.46,LULUS,TM
BM231,2.9,22200,100,N,P,I,8,4,3.46,LULUS,TM
AP225,3.29,86000,100,N,P,I,3,2,3.46,LULUS,TM
AP224,3.21,6900,100,N,P,I,3,2,3.46,LULUS,TM
CS231,3.28,5200,100,N,P,I,1,2,3.46,LULUS,TM
IM247,3.19,16450,100,N,P,I,2,2,3.46,GAGAL,LU
ED227,3.81,93050,100,N,P,I,9,6,3.46,LULUS,ANC
EH222,2.79,81500,100,N,L,I,6,2,3.46,LULUS,TM
AT220,0,1000,100,N,L,I,3,4,3.46,GAGAL,MD
BM229,3.15,41250,100,N,P,I,6,5,3.46,LULUS,TM
BM222,2.91,86100,100,N,P,I,4,3,3.46,LULUS,TM
BM222,3.31,45000,100,N,P,I,4,5,3.46,LULUS,TM
BM222,3.42,26400,100,N,P,I,7,5,3.46,LULUS,TM
HS225,3.24,16010,100,N,P,I,3,6,3.46,LULUS,TM
EH220,3.03,15200,100,N,P,I,3,1,3.46,LULUS,TM
HS222,2.8,16150,100,N,P,I,7,4,3.46,LULUS,TM
BM229,3.35,90735,101,N,P,I,5,2,3.46,LULUS,TM
BM223,2.94,43100,100,N,L,I,4,7,3.46,LULUS,TM
HS225,3.38,47000,100,N,P,I,3,5,3.46,LULUS,TS
BM224,3.18,43000,100,N,P,I,5,4,3.46,LULUS,TM
BM222,3.19,68100,100,N,L,I,5,4,3.46,LULUS,TM
ED220,3.43,36300,100,N,P,I,6,6,3.46,LULUS,TM
CS228,3.18,24000,100,N,P,I,8,5,3.46,LULUS,TM
HS247,2.57,46000,100,N,L,I,4,6,3.46,GAGAL,LU
BM249,0,91308,801,N,P,I,3,7,3.46,GAGAL,MD
EE221,3.45,22200,100,N,P,I,5,3,3.46,LULUS,TS
LG220,3.74,40000,100,N,P,I,2,7,3.47,LULUS,ANC
HS220,3.71,15200,100,N,P,I,4,2,3.47,LULUS,ANC
AC220,1.91,31950,100,N,P,I,3,2,3.47,GAGAL,P1
AS201,3.04,86400,100,N,P,I,3,2,3.47,LULUS,TM
BM226,3.08,26800,100,N,P,I,2,5,3.47,LULUS,TM
BM230,3.06,68100,100,N,P,I,6,6,3.47,LULUS,TM
AC220,3.03,85000,100,N,L,I,3,2,3.47,LULUS,TM
HS220,3.32,47000,100,N,P,I,4,6,3.47,LULUS,TS
BM222,3.07,47000,100,N,P,I,6,9,3.47,LULUS,TM
BM223,3.01,44000,100,N,L,I,2,4,3.47,LULUS,TM
ED227,3.81,14300,100,N,P,I,1,2,3.47,LULUS,ANC
HS225,3.13,6700,100,N,P,I,7,5,3.47,LULUS,TS
BM230,3.34,42000,100,N,P,I,8,3,3.47,LULUS,TM
AP221,3.32,70400,100,N,P,I,5,3,3.47,LULUS,TS
EM220,2.93,23100,100,N,L,I,3,1,3.47,LULUS,TM
IM221,3.89,16600,100,N,P,I,9,7,3.47,LULUS,ANC
BM229,3.35,20400,100,N,P,I,2,5,3.47,LULUS,TM
HS220,3.35,21080,100,N,P,I,5,6,3.47,LULUS,TS
LG220,3.42,16800,100,N,P,I,5,4,3.47,LULUS,TM
EE221,2.95,43700,100,N,P,I,6,2,3.47,LULUS,TM
HS225,3.39,17500,100,N,P,I,5,4,3.47,LULUS,TM
HS224,2.92,24100,100,N,P,I,5,2,3.47,LULUS,TM
EH220,3.42,89507,803,N,P,K,2,3,3.47,LULUS,TS
BM230,3.12,47810,100,N,P,I,6,3,3.47,LULUS,TM
BM230,3.02,5150,100,N,L,I,5,7,3.47,LULUS,TM
BM222,3.33,81900,100,N,P,I,2,2,3.47,LULUS,TM
EC220,2.75,5460,100,N,L,I,7,7,3.47,LULUS,TM
LG220,3.49,2600,100,N,P,I,3,4,3.47,LULUS,TS
AS202,3.24,22000,100,N,P,I,8,3,3.47,LULUS,TM
BM230,3.34,80200,100,N,P,I,3,7,3.47,LULUS,TM
BM222,2.89,43650,100,N,P,I,6,2,3.47,LULUS,TM
LG220,3.51,22200,100,N,P,I,7,7,3.47,LULUS,TM
BM222,3.33,8300,100,N,P,I,5,3,3.47,LULUS,TM
BM223,3.3,21500,100,N,P,I,8,2,3.47,LULUS,TM
CS227,3.57,43500,100,N,P,I,4,5,3.47,LULUS,TM
EE241,1.69,16070,100,N,L,I,3,1,3.47,GAGAL,D1
ED220,3.28,21000,100,N,P,I,9,2,3.47,LULUS,TM
ED227,3.72,32020,100,N,P,I,2,1,3.47,LULUS,ANC
AS201,2.61,43200,100,N,P,I,4,3,3.47,LULUS,TM
BM223,3.13,27600,100,N,P,I,5,2,3.47,LULUS,TM
BM222,3.5,62150,100,N,P,I,7,3,3.47,LULUS,TM
EH220,3.09,81200,100,N,L,I,4,3,3.47,LULUS,TM
AS203,2.85,56000,100,N,P,I,3,4,3.47,LULUS,TM
AS201,3.49,17500,100,N,P,I,5,2,3.47,LULUS,TM
BM226,3.34,43000,100,N,P,I,6,9,3.47,LULUS,TM
BM230,3.11,56000,100,N,L,I,4,8,3.47,LULUS,TM
BM243,2.15,34100,100,N,P,I,3,8,3.47,GAGAL,LU
EE221,3.38,34850,100,N,P,I,5,1,3.47,LULUS,TM
BM224,3.17,48700,100,N,L,I,5,4,3.47,LULUS,TM
BM223,3.32,70400,100,N,L,I,3,4,3.47,LULUS,TM
BM220,2.89,32800,100,N,P,I,4,2,3.47,LULUS,TM
EE221,3.34,90000,101,N,L,I,4,5,3.48,LULUS,TM
EM220,3.24,40300,100,N,P,I,4,5,3.48,LULUS,TM
EH220,3.28,83000,100,N,P,I,7,2,3.48,LULUS,TM
ED229,3.39,84410,100,N,P,I,4,1,3.48,LULUS,TS
AS201,3.11,21810,100,N,P,I,1,5,3.48,LULUS,TM
BM222,3.2,42700,100,N,P,I,3,2,3.48,LULUS,TM
ED220,3,16250,100,N,L,I,2,8,3.48,LULUS,TM
BM229,3.07,81100,100,N,P,I,5,3,3.48,LULUS,TM
BM230,2.98,85000,100,N,P,I,5,3,3.48,LULUS,TM
HS221,3.5,56100,100,N,P,I,5,4,3.48,LULUS,TS
BM222,3.25,47810,100,N,P,I,6,4,3.48,LULUS,TM
EM220,3.45,85000,100,N,P,I,2,2,3.48,LULUS,TS
HS225,3.36,81300,100,N,P,I,8,7,3.48,LULUS,TS
AP224,3.04,93050,100,N,P,I,4,5,3.48,LULUS,TM
BM223,2.83,81600,100,N,P,I,3,2,3.48,LULUS,TM
EC220,3.53,33300,100,N,L,I,3,4,3.48,LULUS,TS
EC220,3.24,43300,100,N,L,I,6,4,3.48,LULUS,TS
EM220,3.48,24000,100,N,L,I,4,5,3.48,LULUS,TM
HS221,3.1,41200,100,N,L,I,4,4,3.48,LULUS,TS
BM229,3.22,41050,100,N,P,I,7,6,3.48,LULUS,TM
CS222,1.76,33000,100,N,L,I,8,5,3.48,GAGAL,D1
AS224,3.31,81200,100,N,L,I,4,1,3.48,LULUS,TM
AS202,3.38,17500,100,N,P,I,7,4,3.48,LULUS,TS
OM223,3.3,42100,100,N,P,I,5,4,3.48,LULUS,TS
HS220,3.29,31200,100,N,L,I,4,4,3.48,LULUS,TS
HS223,3.38,13300,100,N,P,I,2,1,3.48,LULUS,TS
HS225,3.5,16410,100,N,P,I,6,2,3.48,LULUS,TS
BM222,3.39,31150,100,N,P,I,4,5,3.48,LULUS,TM
BM226,3.36,32020,100,N,L,I,8,6,3.48,LULUS,TM
BM223,2.89,28030,100,N,P,I,8,2,3.48,LULUS,TM
BM226,2.73,22020,100,N,L,I,8,3,3.48,LULUS,TM
AS226,3.76,34300,100,N,P,I,6,3,3.48,LULUS,ANC
AS201,2.8,9400,100,N,P,I,2,3,3.48,LULUS,TM
ED220,3.38,6300,100,N,P,I,7,6,3.48,LULUS,TM
EC220,2.82,30010,100,N,L,I,4,3,3.48,LULUS,TM
EC220,2.92,24000,100,N,L,I,6,2,3.48,LULUS,TM
EM220,3.06,71300,100,N,L,I,7,4,3.48,LULUS,TM
OM221,3.23,85000,100,N,P,I,2,2,3.48,LULUS,TS
BM222,2.98,81900,100,N,P,I,6,3,3.48,LULUS,TM
AS234,3.73,26400,100,N,P,I,5,3,3.48,LULUS,ANC
AS201,2.98,79100,100,N,P,I,9,8,3.48,LULUS,TM
AS234,3.62,5300,100,N,P,I,5,2,3.48,LULUS,TS
BM223,3.08,26820,100,N,P,I,6,2,3.48,LULUS,TM
BM223,3.25,26700,100,N,P,I,2,3,3.48,LULUS,TM
AS231,2.8,16150,100,N,P,I,9,3,3.48,LULUS,TM
BM230,2.94,75050,100,N,P,I,6,2,3.48,LULUS,TM
BM226,3.11,75150,100,N,L,I,2,3,3.48,LULUS,TM
HS221,3.54,40200,100,N,P,I,4,4,3.48,LULUS,TS
EM220,3.19,43000,100,N,L,I,5,4,3.48,LULUS,TM
HS220,3.2,21200,100,N,P,I,5,4,3.48,LULUS,TM
AP248,0,43000,100,N,P,I,6,8,3.48,GAGAL,MD
AM228,3.05,2000,100,N,P,I,2,2,3.48,LULUS,TM
EE250,3.79,25200,100,N,P,I,5,7,3.48,LULUS,TS
BM220,3.55,53100,700,N,P,I,4,3,3.48,LULUS,TM
EH220,3.16,33000,100,N,P,I,5,9,3.48,LULUS,TS
HM220,3.36,81200,100,N,P,I,3,4,3.48,LULUS,TS
EE221,2.94,6000,100,N,L,I,6,8,3.48,LULUS,TM
EH220,3.3,33320,100,N,P,I,8,1,3.48,LULUS,TS
EE230,2.95,72300,100,N,P,I,3,2,3.48,LULUS,TM
EH220,3.38,34000,100,N,L,I,6,9,3.48,LULUS,TS
EH222,3.8,11060,100,N,P,I,4,4,3.48,LULUS,ANC
BM222,3.35,75450,100,N,P,I,2,3,3.48,LULUS,TM
BM223,2.87,45400,100,N,P,I,9,5,3.48,LULUS,TM
BM222,2.86,68100,100,N,P,I,3,5,3.48,LULUS,TM
EE240,3.61,30020,100,N,P,I,5,4,3.48,LULUS,TS
AS225,2.62,21080,100,N,L,I,5,2,3.48,LULUS,TM
AS201,2.74,8000,100,N,P,I,3,5,3.48,LULUS,TM
AS201,2.54,54200,100,N,P,I,1,4,3.48,LULUS,TM
BM229,2.93,18300,100,N,P,I,3,2,3.48,LULUS,TM
AS231,2.85,9200,100,N,P,I,6,6,3.48,LULUS,TM
AP225,2.92,18500,100,N,P,I,5,3,3.48,LULUS,TM
BM222,2.92,72400,100,N,L,I,3,2,3.49,LULUS,TM
EH220,2.71,81200,100,N,L,I,4,9,3.49,LULUS,TM
HS221,3.82,75150,100,N,P,I,2,3,3.49,LULUS,ANC
BM226,3.22,85000,100,N,L,I,6,4,3.49,LULUS,TM
AS225,3.34,24000,100,N,P,I,8,2,3.49,LULUS,TS
AS201,3.07,18500,100,N,P,I,5,2,3.49,LULUS,TM
ED226,3.48,82200,100,N,P,I,6,5,3.49,LULUS,TM
AS225,3.28,6400,100,N,P,I,5,7,3.49,LULUS,TS
BM230,2.8,8320,100,N,L,I,4,1,3.49,LULUS,TM
BM220,3.25,21040,100,N,P,I,4,1,3.49,LULUS,TM
CS244,0,11900,100,N,P,I,1,3,3.49,GAGAL,MD
CS228,3.34,42920,100,N,P,I,4,4,3.49,LULUS,TM
HS227,3.42,,100,N,P,I,2,9,3.49,LULUS,TS
HS221,3.3,17040,100,N,P,I,3,1,3.49,LULUS,TS
CS229,3.64,15400,100,N,P,I,5,2,3.49,LULUS,TM
EM220,3.27,9700,100,N,L,I,5,2,3.49,LULUS,TM
HS221,3.27,5300,100,N,L,I,4,2,3.49,LULUS,TS
BM222,2.77,83500,100,N,P,I,3,2,3.49,LULUS,TM
HS220,3.33,47100,100,N,P,I,4,3,3.49,LULUS,TM
HS222,3.34,44300,100,N,P,I,5,6,3.49,LULUS,TM
HS223,3.27,17500,100,N,L,I,5,4,3.49,LULUS,TS
EM220,3.34,16390,100,N,P,I,4,1,3.49,LULUS,TS
EM220,3.43,20000,100,N,L,I,4,3,3.49,LULUS,TS
AS201,3.19,81930,100,N,L,I,3,0,3.49,LULUS,TM
EE250,1.59,42700,100,N,P,I,9,5,3.49,GAGAL,D2
EE221,2.18,16370,100,N,L,I,8,2,3.49,GAGAL,LU
BM220,3.19,59200,100,N,L,I,3,0,3.49,LULUS,TM
BM229,3.14,36000,100,N,P,I,3,1,3.49,LULUS,TM
CS230,3.44,43000,100,N,P,I,5,6,3.49,LULUS,TM
CS220,2.33,43500,100,N,L,I,3,1,3.49,GAGAL,LU
CS221,3.15,15200,100,N,P,I,3,2,3.49,LULUS,TM
AS202,3.04,26650,100,N,P,I,4,3,3.49,LULUS,TM
EH221,2.44,81200,100,N,L,I,5,6,3.49,GAGAL,LU
BM222,3.24,26900,100,N,P,I,4,3,3.49,LULUS,TM
EE221,3.06,47150,100,N,L,I,4,3,3.49,LULUS,TM
AS225,2.99,27200,100,N,P,I,4,1,3.49,LULUS,TM
EC220,2.96,15200,100,N,L,I,9,2,3.49,LULUS,TM
BM222,2.94,75450,100,N,P,I,5,6,3.49,LULUS,TM
AM228,3.04,14007,100,N,P,I,8,5,3.49,LULUS,TM
BM230,2.79,17070,100,N,P,I,9,1,3.49,LULUS,TM
EH223,2.67,21030,100,N,L,I,4,4,3.49,LULUS,TM
EE240,3.79,53100,100,N,P,I,5,3,3.49,LULUS,ANC
AS225,0,14300,100,N,P,I,5,3,3.49,GAGAL,MD
BM226,2.71,42200,100,N,P,I,7,4,3.49,LULUS,TM
EH220,3.19,17040,100,N,P,I,8,1,3.49,LULUS,TM
BM222,3.11,8000,100,N,L,I,8,8,3.49,LULUS,TM
BM226,3.17,70450,100,N,P,I,9,9,3.49,LULUS,TM
EH220,0,40460,100,N,P,I,5,4,3.49,GAGAL,MD
AM228,3.5,16200,100,N,P,I,3,1,3.5,LULUS,TS
LG220,3.68,9400,100,N,P,I,2,6,3.5,LULUS,TS
EH220,3.55,31150,100,N,P,I,6,4,3.5,LULUS,TS
EC220,2.21,48020,100,N,L,I,4,4,3.5,GAGAL,D4
LG220,3.65,81400,100,N,P,I,5,7,3.5,LULUS,TS
EM220,3.32,17500,100,N,L,I,5,1,3.5,LULUS,TM
ED220,3.5,25350,100,N,P,I,5,3,3.5,LULUS,TS
ED220,3.46,23000,100,N,P,I,6,3,3.5,LULUS,TM
BM223,3.01,28300,100,N,P,I,4,3,3.5,LULUS,TM
HM220,3.26,17000,100,N,L,I,7,5,3.5,LULUS,TS
AS234,2.54,21450,100,N,L,I,5,3,3.5,GAGAL,LU
BM226,3.42,70450,100,N,L,I,2,5,3.5,LULUS,TM
LG220,3.74,98107,100,N,P,I,6,6,3.5,LULUS,ANC
BM226,2.68,54200,100,N,L,I,1,0,3.5,LULUS,TM
AS228,3.29,83000,100,N,P,I,5,2,3.5,LULUS,TM
LG220,3.64,93050,100,N,P,I,5,7,3.5,LULUS,TS
AS202,3.15,77300,100,N,P,I,3,4,3.5,LULUS,TS
BM226,3.3,17500,100,N,L,I,5,7,3.5,LULUS,TM
CS230,0,60000,100,N,P,I,1,4,3.5,GAGAL,MD
BM220,3.01,42200,100,N,P,I,5,2,3.5,LULUS,TM
ED220,3.21,33100,100,N,P,I,5,4,3.5,LULUS,TM
AS203,2.93,70200,100,N,P,I,7,4,3.5,LULUS,TM
AM228,3.08,81800,100,N,L,I,6,3,3.5,LULUS,TM
AS225,3.17,40100,100,N,P,I,6,3,3.5,LULUS,TM
CS221,3.28,16300,100,N,P,I,3,1,3.5,LULUS,TM
BM222,3.12,24000,100,N,L,I,3,3,3.5,LULUS,TM
EM220,3.25,42000,100,N,L,I,5,4,3.5,LULUS,TS
AM228,0,28700,100,N,P,I,4,3,3.5,GAGAL,MD
AS202,3.26,86000,100,N,P,I,5,5,3.5,LULUS,TS
BM223,2.86,84800,100,N,P,I,4,2,3.5,LULUS,TM
EH223,0,40150,100,N,L,I,4,5,3.5,GAGAL,MD
EE221,2.95,40300,100,R,L,I,4,4,3.5,LULUS,TM
AS203,1.99,56000,100,N,L,I,6,4,3.5,GAGAL,D5
BM222,3.44,86800,100,N,P,I,5,5,3.5,LULUS,TM
MC222,3.52,48300,100,N,P,I,3,4,3.5,LULUS,TS
AS233,3.36,62502,100,N,P,I,6,4,3.5,LULUS,TM
ED220,3.53,8000,100,N,P,I,5,8,3.5,LULUS,TS
ED220,2.94,2400,100,N,L,I,3,7,3.5,LULUS,TM
BM229,3.24,68100,100,N,P,I,6,6,3.5,LULUS,TM
BM230,3.42,84800,100,N,P,I,5,2,3.5,LULUS,TM
HS222,3.37,32040,100,N,P,I,7,3,3.5,LULUS,TM
BM220,3.14,86810,100,N,P,I,2,3,3.5,LULUS,TM
EM220,2.9,6300,100,N,L,I,7,2,3.5,LULUS,TM
EH220,3.2,35900,100,N,L,I,5,4,3.5,LULUS,TS
EH220,3.22,89257,803,N,L,K,2,1,3.5,LULUS,TS
CS231,0,48200,100,N,P,I,3,4,3.5,GAGAL,MD
BM230,3.44,16040,100,N,P,I,8,8,3.5,LULUS,TM
BM222,3.24,48200,100,N,P,I,7,4,3.5,LULUS,TM
BM224,2.99,28400,100,N,L,I,4,5,3.5,LULUS,TM
ED220,3.35,26400,100,N,P,I,6,5,3.5,LULUS,TM
LG220,3.12,43200,100,N,P,I,7,9,3.5,LULUS,TS
EE221,3.23,30020,100,N,L,I,9,6,3.5,LULUS,TM
LG220,3.65,35900,100,N,P,I,3,5,3.5,LULUS,ANC
ED220,3.11,40000,100,N,P,I,6,8,3.5,LULUS,TM
ED220,3.16,8000,100,N,L,I,5,6,3.5,LULUS,TM
EH222,3.09,55100,100,N,L,I,6,4,3.5,LULUS,TM
ED220,3.27,1000,100,N,P,I,6,8,3.5,LULUS,TS
MC227,3.27,93050,100,N,P,I,2,7,3.5,LULUS,TS
EM220,3.12,9000,100,N,L,I,6,4,3.5,LULUS,TS
ED220,3.37,21300,100,N,P,I,3,7,3.5,LULUS,TM
EE221,3.17,28700,100,N,P,I,5,4,3.5,LULUS,TM
EE221,3.6,52200,100,N,P,I,2,4,3.5,LULUS,TS
ED220,3.7,84150,100,N,P,I,4,6,3.5,LULUS,ANC
AP228,2.76,22300,100,N,L,I,4,1,3.5,LULUS,TM
BM223,3.07,41050,100,N,P,I,3,5,3.5,LULUS,TM
BM226,3.46,42200,100,N,P,I,3,3,3.5,LULUS,TM
BM223,2.84,68000,100,N,P,I,5,7,3.5,LULUS,TM
CS226,2.97,73100,100,N,P,I,7,2,3.5,LULUS,TM
BM222,3.01,16040,100,N,P,I,7,3,3.5,LULUS,TM
BM226,2.87,21300,100,N,P,I,5,6,3.5,LULUS,TM
ED220,2.87,70450,100,N,P,I,4,1,3.5,LULUS,TM
EE240,3.34,45620,100,N,L,I,2,3,3.5,LULUS,TS
ED220,3.11,26600,100,N,L,I,5,3,3.5,LULUS,TM
AS229,2.75,9000,100,N,L,I,3,4,3.5,LULUS,TM
BM223,3.53,68100,100,N,P,I,6,6,3.5,LULUS,TM
AS201,0,17000,100,N,P,I,7,4,3.5,GAGAL,MD
BM222,3.2,6800,100,N,P,I,6,3,3.5,LULUS,TM
LW213,3.31,53100,100,N,P,I,5,6,3.5,LULUS,TM
ED220,3.26,75460,100,N,P,I,0,7,3.5,LULUS,TM
EH220,2.71,25200,100,N,L,I,5,5,3.5,LULUS,TM
EE221,2.94,13200,100,N,L,I,1,2,3.5,LULUS,TS
BM221,3.01,97000,100,N,P,I,6,1,3.5,LULUS,TM
EE221,3.24,20050,100,N,L,I,6,1,3.5,LULUS,TM
AM228,3.27,21300,100,N,L,I,7,5,3.5,LULUS,TM
IM224,2.93,11700,100,N,P,I,5,3,3.5,LULUS,TS
HM221,2.95,81100,700,N,P,I,3,3,3.5,LULUS,TM
BM226,3.1,16150,100,N,P,I,9,2,3.5,LULUS,TM
LG220,3.52,43000,100,N,P,I,4,4,3.5,LULUS,TS
AS203,3.32,16200,100,N,L,I,8,2,3.5,LULUS,TM
AM228,3.5,56100,100,N,P,I,1,5,3.5,LULUS,TS
LG220,3.79,56000,100,K,P,I,3,5,3.5,LULUS,ANC
ED220,3.29,43200,100,N,P,I,2,9,3.5,LULUS,TM
BM223,2.96,8320,100,N,P,I,6,3,3.5,LULUS,TM
BM230,3.71,48000,100,N,L,I,4,9,3.5,LULUS,ANC
BM229,3.39,28000,100,N,P,I,1,3,3.5,LULUS,TM
LG220,3.51,47650,100,N,L,I,5,7,3.5,LULUS,TS
SR221,3.04,43650,100,N,L,I,2,6,3.5,LULUS,TM
CS230,3.3,16010,100,N,P,I,3,2,3.5,LULUS,TM
AP221,2.35,56000,100,N,P,I,2,3,3.5,GAGAL,LU
AM228,1.89,70300,100,N,P,I,5,6,3.5,GAGAL,D4
EH220,3.07,40000,100,N,L,I,2,7,3.5,LULUS,TM
BM230,3.11,85070,100,N,P,I,6,2,3.5,LULUS,TM
ED220,3.45,43650,100,N,P,I,6,6,3.5,LULUS,TM
BM223,3.51,45300,100,N,P,I,9,1,3.51,LULUS,TM
EE210,3.08,28340,100,N,P,I,4,3,3.51,LULUS,TM
BM223,2.96,21200,100,N,P,I,5,3,3.51,LULUS,TM
BM222,3.33,84200,100,N,P,I,7,3,3.51,LULUS,TM
BM222,3.31,28310,100,N,P,I,4,3,3.51,LULUS,TM
HS222,3.49,9000,100,N,P,I,7,4,3.51,LULUS,TS
CS222,3.71,56000,100,N,P,I,5,5,3.51,LULUS,TM
BM223,3.2,36000,100,N,P,I,4,2,3.51,LULUS,TM
BM229,3.11,16800,100,N,P,I,1,2,3.51,LULUS,TM
HS227,2.93,15670,100,N,P,I,6,2,3.51,LULUS,TM
BM229,3.35,17000,100,N,P,I,6,1,3.51,LULUS,TM
BM224,2.91,83000,100,N,P,I,3,3,3.51,LULUS,TM
EC220,3.05,6000,100,N,P,I,7,2,3.51,GAGAL,LU
HM225,3.42,89807,904,N,P,I,3,3,3.51,LULUS,TS
HS225,3.06,16250,100,N,P,I,7,2,3.51,LULUS,TM
BM220,3.27,13300,100,N,P,I,3,2,3.51,LULUS,TM
AS226,3.64,45400,100,N,P,I,4,1,3.51,LULUS,TM
EH222,2.94,42000,100,N,P,I,5,6,3.51,LULUS,TS
BM230,3.72,43700,100,N,P,I,3,2,3.51,LULUS,TM
BM222,3.02,45100,100,N,P,I,5,3,3.51,LULUS,TM
AS231,1.78,56000,100,N,L,I,4,5,3.51,GAGAL,D1
IM225,3.74,27000,100,N,P,I,7,6,3.51,LULUS,TS
BM226,3.02,14000,100,N,L,I,6,5,3.51,LULUS,TM
HS220,3.42,16300,100,N,P,I,5,1,3.51,LULUS,TS
AS246,0,43200,100,N,P,I,1,2,3.51,GAGAL,MD
EH220,1.84,28000,100,N,L,I,2,3,3.51,GAGAL,D4
ED227,3.67,82100,100,N,P,I,7,6,3.51,LULUS,TS
EH223,3.24,27100,100,N,L,I,8,5,3.51,LULUS,TS
HS221,3.11,9700,100,N,P,I,6,2,3.51,LULUS,TS
HS220,3.65,43100,100,N,P,I,6,3,3.51,LULUS,TS
HS222,3.25,20050,100,N,P,I,9,5,3.51,LULUS,TS
EH220,3.07,36200,100,N,L,I,4,2,3.51,LULUS,TS
BM229,3.56,84500,100,N,L,I,3,1,3.51,LULUS,TM
AS202,3.32,86000,100,N,P,I,4,3,3.51,LULUS,TM
EH223,2.93,78000,100,N,L,I,4,3,3.51,LULUS,TM
BM230,2.87,88595,803,N,P,K,4,6,3.51,LULUS,TM
BM222,3,45600,100,N,P,I,4,4,3.51,LULUS,TM
CS227,3.03,47100,100,N,P,I,9,4,3.51,LULUS,TM
BM235,3.5,81800,700,N,P,I,2,2,3.51,LULUS,TS
CS222,3.44,8000,100,N,P,I,7,3,3.51,LULUS,TM
CS249,0,48200,100,N,P,I,3,6,3.51,GAGAL,MD
AS202,3.26,43500,100,N,P,I,8,4,3.51,LULUS,TM
CS220,3.15,84900,100,N,P,I,5,6,3.51,LULUS,TM
AS225,2.73,5200,100,N,P,I,4,2,3.51,LULUS,TM
EC220,3.28,23000,100,N,P,I,5,2,3.52,LULUS,TS
ED220,3.3,28000,100,N,P,I,6,6,3.52,LULUS,TM
AS201,3.14,83600,100,N,P,I,4,1,3.52,LULUS,TM
BM222,3.23,31500,100,N,P,I,3,7,3.52,LULUS,TM
BM222,3,83000,100,N,L,I,4,2,3.52,LULUS,TM
HS222,3.58,8000,100,N,P,I,3,4,3.52,LULUS,TS
BM222,2.85,47810,100,N,L,I,5,9,3.52,LULUS,TM
AC220,2.92,16150,100,N,P,I,8,2,3.52,LULUS,TM
BM229,3.23,86400,100,N,P,I,3,0,3.52,LULUS,TM
BM222,3.04,8000,100,N,P,I,6,4,3.52,LULUS,TM
BM226,3.56,40300,100,N,P,I,8,8,3.52,LULUS,TM
BM229,3.19,57000,100,N,P,I,7,1,3.52,LULUS,TM
EH221,1.97,25150,100,N,P,I,8,5,3.52,GAGAL,P1
BM223,3.75,96400,100,N,P,I,5,1,3.52,LULUS,TM
BM229,3.07,40150,100,N,P,I,5,2,3.52,LULUS,TM
BM235,3.61,27200,100,N,P,I,3,3,3.52,LULUS,TS
PH210,3.23,,100,N,P,I,6,5,3.52,LULUS,TM
HS225,3.42,17000,100,N,P,I,6,2,3.52,LULUS,TS
EH220,0,40000,100,N,P,I,5,7,3.52,GAGAL,MD
EH223,3,21100,100,N,L,I,3,1,3.52,LULUS,TM
EH220,3.42,18500,100,N,P,I,7,5,3.52,LULUS,TM
BM226,3.19,26070,100,N,P,I,2,2,3.52,LULUS,TM
HS227,3.08,28000,100,N,P,I,4,4,3.52,LULUS,TS
BM220,3.05,48020,100,N,L,I,2,3,3.52,LULUS,TM
AC220,3.06,40000,100,N,P,I,7,4,3.52,LULUS,TM
